-0.017266,-0.027188,-0.038973,-0.028065,-0.00014529,-0.010169,0.0090283,-0.016953,0.012082,-0.010997,0.012937,-0.00012449,0.0056385,-0.016204,0.004009,-0.0062669,0.00062338,0.0092447,-0.013308,-0.021758,-0.023296,0.014896,-0.0025533,0.011445,-0.00052856,0.01121,-0.0011546,0.010648,-0.0079407,0.021447,-0.013631,0.0096138,-0.0083942,0.0033267,0.0091077,-0.014223,-0.016478,0.009692,0.0046063,-0.033386,-0.0046149,0.0016199,0.0042407,0.0022139,0.0094783,-0.009992,-0.019506,0.024219
-0.017337,-0.027158,-0.039185,-0.028149,-0.00010422,-0.0097222,0.0086284,-0.017185,0.012199,-0.011107,0.01315,-8.0587e-05,0.0057546,-0.015571,0.0041359,-0.0050085,0.0010398,0.0087742,-0.013269,-0.020998,-0.02344,0.014837,-0.002341,0.011063,-0.0006504,0.010617,-0.00069616,0.011702,-0.0062034,0.02134,-0.015768,0.0084811,-0.0083328,0.0052413,0.01086,-0.013721,-0.016074,0.0090179,0.0044921,-0.032483,-0.0057506,0.0014541,0.0052125,0.0013768,0.0098865,-0.0099844,-0.021153,0.021379
-0.016796,-0.02737,-0.039249,-0.028287,-0.00035797,-0.0096385,0.0086339,-0.017793,0.012392,-0.010546,0.012869,0.0011932,0.0047538,-0.015944,0.0041476,-0.0024319,0.00018322,0.010466,-0.012986,-0.023102,-0.02511,0.013932,-0.003826,0.0125,-0.00070558,0.0096751,0.00055696,0.011652,-0.0088421,0.019254,-0.017457,0.0096904,-0.0092385,0.0079449,0.012309,-0.014519,-0.015736,0.0093168,0.0062153,-0.03151,-0.001498,0.0025943,0.0048718,0.0022802,0.0085888,-0.0098718,-0.019651,0.021536
-0.016909,-0.027257,-0.038853,-0.029075,-0.0002243,-0.0093654,0.0085606,-0.017957,0.011743,-0.0098765,0.01361,0.001144,0.004219,-0.016187,0.0048365,-0.0022998,-0.00084848,0.0095762,-0.01105,-0.023722,-0.02595,0.012541,-0.0041935,0.01141,-0.0017157,0.010729,0.0021115,0.012116,-0.0084475,0.019146,-0.016981,0.0092566,-0.0076649,0.0068368,0.011969,-0.015797,-0.015097,0.010575,0.0063448,-0.029449,-0.001368,0.0025611,0.0021787,0.0027102,0.0096897,-0.008094,-0.018054,0.022728
-0.017166,-0.027019,-0.03915,-0.029031,0.00037765,-0.0093469,0.0080313,-0.017526,0.0098737,-0.010336,0.016929,-0.0011095,0.0042207,-0.015595,0.0053302,-0.0033817,-9.7798e-05,0.010206,-0.0085145,-0.021053,-0.026733,0.01086,-0.0041705,0.011576,-9.4709e-05,0.011208,0.00039819,0.013081,-0.0082302,0.019607,-0.015307,0.0097635,-0.0064146,0.0047911,0.012331,-0.016175,-0.014023,0.012422,0.0037841,-0.031331,-0.0054155,-0.0027548,-0.00016743,0.0024889,0.012548,-0.0053644,-0.014449,0.022275
-0.017722,-0.025529,-0.039778,-0.028049,0.0026097,-0.0094595,0.0075457,-0.018202,0.0059553,-0.010437,0.022698,-0.0029062,0.0047327,-0.015726,0.0069745,-0.001945,-0.0037234,0.013813,-0.00077151,-0.016187,-0.02775,0.0029078,-0.0044233,0.013279,1.2957e-05,0.0073706,0.00068517,0.016054,-0.0084579,0.022599,-0.014842,0.010016,-0.003396,0.0073277,0.0084306,-0.012036,-0.011791,0.014889,0.0048226,-0.032868,-0.013104,-0.003515,-0.0016885,0.0089783,0.012935,0.0012958,0.0012907,0.011709
-0.018335,-0.022493,-0.040012,-0.025922,0.0061279,-0.0099408,0.004973,-0.019092,0.0017331,-0.0062982,0.02517,-0.00056079,0.0043097,-0.017038,0.010586,-0.00021213,-0.0087782,0.018546,0.0062406,-0.012642,-0.030245,-0.00093935,-0.0061106,0.016129,-0.0032906,0.0071166,0.00080492,0.016671,-0.0022408,0.027121,-0.014407,0.010061,0.0076018,0.011465,-0.0008711,-0.0058884,-0.014894,0.019651,-0.0020416,-0.023117,-0.019428,0.0033981,-0.001208,0.014502,0.0092775,0.0038333,0.022624,0.0058371
-0.018931,-0.020122,-0.040444,-0.025433,0.0085753,-0.0089863,0.00091888,-0.015836,-0.00019581,-0.0036957,0.025058,0.0039122,0.0044045,-0.015531,0.012401,-0.004471,-0.0082445,0.01985,0.010299,-0.010375,-0.027978,-0.0048264,-0.002944,0.02016,-0.0086341,0.012328,-0.00041158,0.013488,0.0057253,0.028439,-0.0093639,0.0073403,0.016772,0.0055448,-0.0056853,-0.0072092,-0.020524,0.021908,-0.0080751,-0.016787,-0.01672,0.0046947,0.0010809,0.013308,0.012593,0.0026516,0.03322,0.0021641
-0.019687,-0.018174,-0.039552,-0.025958,0.011797,-0.0070326,-0.0019569,-0.011339,-0.0048862,-0.0017309,0.023913,0.0073008,0.002309,-0.018319,0.0092264,-0.0043592,-0.007977,0.016502,0.013238,-0.0056441,-0.02288,-0.012502,-0.007055,0.020862,-0.013297,0.018661,0.0018917,0.0041846,0.0061178,0.032727,-0.0017115,0.0010195,0.020846,-0.0039162,-0.0094796,-0.0024302,-0.01926,0.021941,-0.0084304,-0.022816,-0.0060833,-0.0024333,0.0077096,0.0097164,0.014452,0.0078311,0.027224,-0.014648
-0.022013,-0.014771,-0.036547,-0.027544,0.013219,-0.0047055,-0.00157,-0.010655,-0.007774,0.0056174,0.016521,0.01299,-0.0013408,-0.024107,0.0051301,-0.00029731,-0.0060556,0.012048,0.012379,-0.00069971,-0.017686,-0.013677,-0.015052,0.020097,-0.016674,0.023126,-0.0017572,-0.0058058,0.0062096,0.034964,0.011647,-0.0011526,0.018471,-0.011864,-0.0067624,0.010353,-0.010537,0.018387,-0.011838,-0.024113,0.002245,-0.012186,0.01526,0.0044084,0.013117,0.01922,0.021918,-0.022595
