-27.289,17.638,16.743,24.892,-20.364,-10.998,-0.29389,-3.5394,16.291,-5.3921,-11.121,-0.96619,8.9332,2.0532,-0.9157,1.0443,-3.0359,-3.3338,-7.1291,5.4153,2.2522,-5.5739,4.782,-3.2017,3.0394,-4.2253,-2.5887,4.7899,1.0621,2.9829,1.5048,1.4077,-3.1296,-3.2766,-3.5017,0.1451,2.5716,1.0288,-2.1735,0.37185,-2.7874,1.2084,0.48975,3.8087,1.2634,-3.39,2.4122,-0.2715
-38.276,15.664,1.2446,13.407,33.634,4.5689,-5.7709,-14.959,5.9296,-3.1062,-3.8773,-12.455,9.4374,8.0439,2.6252,-1.3839,-1.7695,-2.536,-2.0289,10.854,7.8015,8.1527,1.2902,0.99724,-3.5373,-0.056403,-4.4846,1.1348,9.0908,-4.1564,-1.2622,-2.4707,-3.1589,4.3021,3.9239,2.0977,-8.0547,-1.4096,-2.1979,1.127,-2.3977,-2.6285,5.6762,-4.6088,-0.2232,-0.67816,-3.603,-3.2737
-28.346,16.166,20.635,0.26603,13.152,-12.365,-5.0685,-5.8315,17.85,5.1723,-3.7105,10.501,-0.57257,2.6632,-7.7459,6.4142,-1.0414,-5.4412,5.1364,5.6108,0.21092,-1.7254,-2.7101,-5.9469,3.7675,-5.2942,-0.46606,-3.4495,4.3183,-2.3044,-2.1878,-1.4889,-3.473,0.050917,-3.5976,-0.81589,-1.6269,1.469,-4.021,-0.72377,-0.66382,5.398,2.0813,-4.1036,-5.0728,2.234,-1.792,-1.2566
-31.214,12.754,13.845,20.333,-12.084,2.8799,-9.2472,-5.3609,11.666,-0.61949,3.8218,-3.9032,3.7311,4.9426,-1.9476,-2.8272,-5.8833,11.041,-3.597,-0.0051666,13.596,3.8484,-2.7208,-2.405,-6.3008,-1.0645,2.4904,0.44927,2.6887,-0.61987,-6.8302,-5.5995,-0.48966,5.4743,-1.8473,0.44352,4.1135,-2.4743,-4.7582,5.5704,-2.1709,0.0098271,2.1618,2.022,-1.7732,-0.75492,0.55197,0.40773
-35.968,10.932,8.3482,32.029,-12.935,-15.196,-5.5791,-3.5946,3.4582,-11.126,-18.22,-9.9421,8.5773,-3.1931,1.1507,-3.3417,1.2331,-3.3032,-10.784,5.9551,10.36,4.0521,0.48548,-5.3597,3.342,-0.9277,-1.0714,-9.3516,-2.2047,5.6568,0.36934,3.7104,0.094146,-2.6851,-0.93084,1.877,-1.9983,-3.9207,1.7708,3.0991,-7.821,2.1425,-3.4843,6.0199,3.2608,-1.807,3.6333,-4.0063
-35.907,6.5124,3.9572,25.154,20.132,-4.9155,11.814,13.894,2.7691,-9.1343,-3.2973,8.6628,-2.6138,-1.5408,-5.6283,-9.2198,12.969,-4.4459,6.6847,-0.34442,-8.1746,-7.9307,-1.7828,-3.3115,-0.88772,1.1598,-1.6012,-8.4557,2.2299,1.8654,11.466,-4.519,-0.2235,-6.1648,0.18482,-2.9372,4.3331,-0.036571,3.0913,-6.3908,-1.9381,1.0819,2.4376,-5.5857,-2.6912,-3.1476,0.42857,0.6152
-41.014,22.384,4.7307,26.777,-0.030495,-5.7554,-5.2532,-5.9057,2.5721,-4.8296,-4.144,-8.4643,10.144,4.443,-1.0243,-7.6213,1.31,3.9212,-6.0894,10.622,13.314,8.0876,2.7236,0.11731,0.79976,-0.65178,-7.4723,-0.97046,5.2181,-3.408,-1.2858,2.6116,-2.7012,-0.0074151,-2.144,5.9233,-0.48464,-1.1283,-4.9989,4.0748,-3.5266,-4.1635,2.2744,-1.9779,-2.7958,0.52194,-1.7424,-0.79331
-41.038,13.712,-2.0093,37.987,-3.2515,-11.38,9.2266,14.99,5.2738,-8.5485,-5.354,10.109,1.4848,-6.5762,-2.3819,-5.0159,11.839,3.0976,2.3449,3.1479,1.5823,-4.9195,4.4278,-1.9444,2.997,-2.6753,-5.2361,-7.7895,1.2508,2.2147,9.542,-0.33204,-2.0728,-4.9213,-6.3839,-2.9482,1.8631,0.6149,-1.8463,-3.5234,-0.62415,0.57002,-5.1042,-1.6141,1.0249,1.1535,2.7314,1.0409
-28.733,8.7051,21.547,12.846,12.746,-10.164,4.6854,0.59198,8.815,-7.1928,-12.221,-5.9367,-1.4271,-2.8705,8.3032,-4.1402,7.4595,-8.5299,-5.8268,2.9601,-0.082123,-1.7499,2.5623,-1.5814,5.1194,-0.72025,2.7316,-6.531,-1.5366,0.53635,4.8527,-3.7436,0.62573,-1.1867,7.8828,0.63805,-3.1819,-0.011971,1.2666,-2.3965,-5.2402,-1.366,-3.4343,0.68661,-2.0631,-1.2203,2.2541,-2.655
1.6265,11.779,25.053,0.5491,4.99,-1.5302,-8.9403,-1.2843,8.0845,5.869,2.2992,-2.9734,0.47734,9.9421,-9.626,-0.41082,7.8954,-1.3427,-5.5013,3.7311,-1.3804,-1.1362,0.41707,-0.70911,0.14619,2.4855,1.9738,4.4986,-6.1782,1.9939,-8.3671,-3.3491,-0.25423,-3.278,-4.7348,-0.35974,1.5008,1.5547,4.8846,1.0357,0.62371,0.078475,0.75292,-1.0187,-0.72137,-1.7035,3.0573,-1.2483
